,Run,Assay Type,BioProject,BioSample,Center Name,Consent,DNA-ID,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,Population_Description,population,ReleaseDate,Sample Name,sex,SRA Study,Super_Population_Code,Super_Population_Description,Bytes,DATASTORE filetype,DATASTORE provider,DATASTORE region,create_date,version,culture_collection,AvgSpotLen,Bases,Coriell_panel,Family_Id,HapMap_sample_ID,Coriell_plate,relationship_type,local_family_id,Relationship,type,sample_type,local_id,AssemblyName,cell_line,cell_type,Collection,ETHNICITY,family_role,RACE,Tag,relationship_type_(unrel_,_duo,_trio),Chinese_Code,dna_source,fosmid_library_source,isolate,tissue-type,fosmid_library_name,bio_material,bio-material,Gene,Karyotype,Mutation,subject_id,ENA_first_public,ENA-LAST-UPDATE
23171,ERR3240149,WGS,PRJEB31736,SAMN00004661,NYGC,public,HG00143,2019-03-22,2019-03-22,ERX3267524,Illumina NovaSeq 6000,HG00143,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00143,male,ERP114329,EUR,European,12715273695.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T02:13:00Z,1.0,CORIELL:HG00143,300.0,108183758100.0,MGP00003,,,,,,unrelated,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
23172,ERR3240150,WGS,PRJEB31736,SAMN00004663,NYGC,public,HG00145,2019-03-22,2019-03-22,ERX3267525,Illumina NovaSeq 6000,HG00145,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00145,male,ERP114329,EUR,European,9548601284.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T10:06:00Z,1.0,CORIELL:HG00145,300.0,101740318800.0,MGP00003,,,,,,unrelated,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
23173,ERR3240151,WGS,PRJEB31736,SAMN00004664,NYGC,public,HG00146,2019-03-22,2019-03-22,ERX3267526,Illumina NovaSeq 6000,HG00146,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00146,female,ERP114329,EUR,European,13202166622.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T03:46:00Z,1.0,CORIELL:HG00146,300.0,147092152200.0,MGP00003,,,,,,unrelated,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
23174,ERR3240152,WGS,PRJEB31736,SAMN00004666,NYGC,public,HG00148,2019-03-22,2019-03-22,ERX3267527,Illumina NovaSeq 6000,HG00148,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00148,male,ERP114329,EUR,European,9385419344.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T09:25:00Z,1.0,CORIELL:HG00148,300.0,104363610900.0,MGP00003,,,,,,unrelated,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
23175,ERR3240153,WGS,PRJEB31736,SAMN00004667,NYGC,public,HG00149,2019-03-22,2019-03-22,ERX3267528,Illumina NovaSeq 6000,HG00149,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00149,male,ERP114329,EUR,European,10074470150.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T02:20:00Z,1.0,CORIELL:HG00149,300.0,109289945700.0,MGP00003,,,,,,unrelated,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
23176,ERR3240154,WGS,PRJEB31736,SAMN00004668,NYGC,public,HG00150,2019-03-22,2019-03-22,ERX3267529,Illumina NovaSeq 6000,HG00150,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00150,female,ERP114329,EUR,European,12177757105.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T10:06:00Z,1.0,CORIELL:HG00150,300.0,133845968400.0,MGP00003,,,,,,unrelated,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
23177,ERR3240155,WGS,PRJEB31736,SAMN00004669,NYGC,public,HG00151,2019-03-22,2019-03-22,ERX3267530,Illumina NovaSeq 6000,HG00151,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00151,male,ERP114329,EUR,European,11190492535.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T04:11:00Z,1.0,CORIELL:HG00151,300.0,117603863700.0,MGP00003,,,,,,unrelated,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
23410,ERR3241779,WGS,PRJEB31736,SAMN00009088,NYGC,public,HG00154,2019-03-22,2019-03-22,ERX3268794,Illumina NovaSeq 6000,HG00154,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00154,female,ERP114329,EUR,European,11080729075.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T15:39:00Z,1.0,Coriell:HG00154,300.0,114058365000.0,MGP00003,,,KEN,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
23178,ERR3240156,WGS,PRJEB31736,SAMN00004672,NYGC,public,HG00155,2019-03-22,2019-03-22,ERX3267531,Illumina NovaSeq 6000,HG00155,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00155,male,ERP114329,EUR,European,10641226754.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T03:20:00Z,1.0,CORIELL:HG00155,300.0,102399818700.0,MGP00003,,,,,,unrelated,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
23179,ERR3240157,WGS,PRJEB31736,SAMN00004674,NYGC,public,HG00157,2019-03-22,2019-03-22,ERX3267532,Illumina NovaSeq 6000,HG00157,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00157,male,ERP114329,EUR,European,9504411935.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T04:09:00Z,1.0,CORIELL:HG00157,300.0,103135634400.0,MGP00003,,,,,,unrelated,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
23180,ERR3240158,WGS,PRJEB31736,SAMN00004675,NYGC,public,HG00158,2019-03-22,2019-03-22,ERX3267533,Illumina NovaSeq 6000,HG00158,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00158,female,ERP114329,EUR,European,11603465994.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T11:38:00Z,1.0,CORIELL:HG00158,300.0,122476782600.0,MGP00003,,,,,,unrelated,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
23222,ERR3240200,WGS,PRJEB31736,SAMN00006345,NYGC,public,HG00159,2019-03-22,2019-03-22,ERX3267575,Illumina NovaSeq 6000,HG00159,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00159,male,ERP114329,EUR,European,11079412238.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T05:49:00Z,1.0,CORIELL:HG00159,300.0,114390743100.0,MGP00003,,,KEN,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
23181,ERR3240159,WGS,PRJEB31736,SAMN00004676,NYGC,public,HG00160,2019-03-22,2019-03-22,ERX3267534,Illumina NovaSeq 6000,HG00160,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00160,male,ERP114329,EUR,European,10301656847.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T02:58:00Z,1.0,CORIELL:HG00160,300.0,109074947700.0,MGP00003,,,,,,unrelated,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
23182,ERR3240160,WGS,PRJEB31736,SAMN00016965,NYGC,public,HG00171,2019-03-22,2019-03-22,ERX3267535,Illumina NovaSeq 6000,HG00171,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Finnish in Finland,FIN,2019-03-25T00:00:00Z,HG00171,female,ERP114329,EUR,European,13748899413.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T04:19:00Z,1.0,CORIELL:HG00171,300.0,115360106100.0,MGP00001,,,,,,unrelated,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
23183,ERR3240161,WGS,PRJEB31736,SAMN00016966,NYGC,public,HG00173,2019-03-22,2019-03-22,ERX3267536,Illumina NovaSeq 6000,HG00173,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Finnish in Finland,FIN,2019-03-25T00:00:00Z,HG00173,female,ERP114329,EUR,European,10191175004.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T02:36:00Z,1.0,CORIELL:HG00173,300.0,103153716300.0,MGP00001,,,,,,unrelated,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
23184,ERR3240162,WGS,PRJEB31736,SAMN00016967,NYGC,public,HG00174,2019-03-22,2019-03-22,ERX3267537,Illumina NovaSeq 6000,HG00174,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Finnish in Finland,FIN,2019-03-25T00:00:00Z,HG00174,female,ERP114329,EUR,European,12044721503.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T02:58:00Z,1.0,CORIELL:HG00174,300.0,115624263600.0,MGP00001,,,,,,unrelated,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
23185,ERR3240163,WGS,PRJEB31736,SAMN00016968,NYGC,public,HG00176,2019-03-22,2019-03-22,ERX3267538,Illumina NovaSeq 6000,HG00176,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Finnish in Finland,FIN,2019-03-25T00:00:00Z,HG00176,female,ERP114329,EUR,European,10741445062.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T04:34:00Z,1.0,CORIELL:HG00176,300.0,115621657200.0,MGP00001,,,,,,unrelated,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
23186,ERR3240164,WGS,PRJEB31736,SAMN00016969,NYGC,public,HG00177,2019-03-22,2019-03-22,ERX3267539,Illumina NovaSeq 6000,HG00177,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Finnish in Finland,FIN,2019-03-25T00:00:00Z,HG00177,female,ERP114329,EUR,European,10657190198.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T03:38:00Z,1.0,CORIELL:HG00177,300.0,107343682200.0,MGP00001,,,,,,unrelated,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
23187,ERR3240165,WGS,PRJEB31736,SAMN00016970,NYGC,public,HG00178,2019-03-22,2019-03-22,ERX3267540,Illumina NovaSeq 6000,HG00178,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Finnish in Finland,FIN,2019-03-25T00:00:00Z,HG00178,female,ERP114329,EUR,European,9735471214.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T02:35:00Z,1.0,CORIELL:HG00178,300.0,107912152800.0,MGP00001,,,,,,unrelated,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
23188,ERR3240166,WGS,PRJEB31736,SAMN00016971,NYGC,public,HG00179,2019-03-22,2019-03-22,ERX3267541,Illumina NovaSeq 6000,HG00179,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Finnish in Finland,FIN,2019-03-25T00:00:00Z,HG00179,female,ERP114329,EUR,European,11063823933.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T04:17:00Z,1.0,CORIELL:HG00179,300.0,104342832900.0,MGP00001,,,,,,unrelated,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
23189,ERR3240167,WGS,PRJEB31736,SAMN00016972,NYGC,public,HG00180,2019-03-22,2019-03-22,ERX3267542,Illumina NovaSeq 6000,HG00180,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Finnish in Finland,FIN,2019-03-25T00:00:00Z,HG00180,female,ERP114329,EUR,European,12521839656.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T05:10:00Z,1.0,CORIELL:HG00180,300.0,116406880500.0,MGP00001,,,,,,unrelated,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
23190,ERR3240168,WGS,PRJEB31736,SAMN00016973,NYGC,public,HG00181,2019-03-22,2019-03-22,ERX3267543,Illumina NovaSeq 6000,HG00181,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Finnish in Finland,FIN,2019-03-25T00:00:00Z,HG00181,male,ERP114329,EUR,European,10125764276.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T07:59:00Z,1.0,CORIELL:HG00181,300.0,110479458300.0,MGP00001,,,,,,unrelated,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
23191,ERR3240169,WGS,PRJEB31736,SAMN00016974,NYGC,public,HG00182,2019-03-22,2019-03-22,ERX3267544,Illumina NovaSeq 6000,HG00182,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Finnish in Finland,FIN,2019-03-25T00:00:00Z,HG00182,male,ERP114329,EUR,European,11284340043.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T06:56:00Z,1.0,CORIELL:HG00182,300.0,115488127800.0,MGP00001,,,,,,unrelated,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
23192,ERR3240170,WGS,PRJEB31736,SAMN00016975,NYGC,public,HG00183,2019-03-22,2019-03-22,ERX3267545,Illumina NovaSeq 6000,HG00183,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Finnish in Finland,FIN,2019-03-25T00:00:00Z,HG00183,male,ERP114329,EUR,European,10214630038.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T04:52:00Z,1.0,CORIELL:HG00183,300.0,107627926200.0,MGP00001,,,,,,unrelated,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
23193,ERR3240171,WGS,PRJEB31736,SAMN00016976,NYGC,public,HG00185,2019-03-22,2019-03-22,ERX3267546,Illumina NovaSeq 6000,HG00185,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Finnish in Finland,FIN,2019-03-25T00:00:00Z,HG00185,male,ERP114329,EUR,European,10761999757.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T06:37:00Z,1.0,CORIELL:HG00185,300.0,114851286000.0,MGP00001,,,,,,unrelated,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
23194,ERR3240172,WGS,PRJEB31736,SAMN00016977,NYGC,public,HG00186,2019-03-22,2019-03-22,ERX3267547,Illumina NovaSeq 6000,HG00186,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Finnish in Finland,FIN,2019-03-25T00:00:00Z,HG00186,male,ERP114329,EUR,European,11730213675.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T05:07:00Z,1.0,CORIELL:HG00186,300.0,109156569300.0,MGP00001,,,,,,unrelated,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
23195,ERR3240173,WGS,PRJEB31736,SAMN00016978,NYGC,public,HG00187,2019-03-22,2019-03-22,ERX3267548,Illumina NovaSeq 6000,HG00187,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Finnish in Finland,FIN,2019-03-25T00:00:00Z,HG00187,male,ERP114329,EUR,European,12235239530.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T05:36:00Z,1.0,CORIELL:HG00187,300.0,112543925400.0,MGP00001,,,,,,unrelated,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
23196,ERR3240174,WGS,PRJEB31736,SAMN00016979,NYGC,public,HG00188,2019-03-22,2019-03-22,ERX3267549,Illumina NovaSeq 6000,HG00188,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Finnish in Finland,FIN,2019-03-25T00:00:00Z,HG00188,male,ERP114329,EUR,European,9688818412.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T06:48:00Z,1.0,CORIELL:HG00188,300.0,103863872700.0,MGP00001,,,,,,unrelated,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
23197,ERR3240175,WGS,PRJEB31736,SAMN00016980,NYGC,public,HG00189,2019-03-22,2019-03-22,ERX3267550,Illumina NovaSeq 6000,HG00189,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Finnish in Finland,FIN,2019-03-25T00:00:00Z,HG00189,male,ERP114329,EUR,European,9597502128.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T07:41:00Z,1.0,CORIELL:HG00189,300.0,98485700100.0,MGP00001,,,,,,unrelated,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
23198,ERR3240176,WGS,PRJEB31736,SAMN00016981,NYGC,public,HG00190,2019-03-22,2019-03-22,ERX3267551,Illumina NovaSeq 6000,HG00190,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,Finnish in Finland,FIN,2019-03-25T00:00:00Z,HG00190,male,ERP114329,EUR,European,11574048841.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T05:08:00Z,1.0,CORIELL:HG00190,300.0,112848695100.0,MGP00001,,,,,,unrelated,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
23223,ERR3240201,WGS,PRJEB31736,SAMN00006346,NYGC,public,HG00231,2019-03-22,2019-03-22,ERX3267576,Illumina NovaSeq 6000,HG00231,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00231,female,ERP114329,EUR,European,10250517169.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T05:51:00Z,1.0,CORIELL:HG00231,300.0,109063868100.0,MGP00003,,,COR,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
23224,ERR3240202,WGS,PRJEB31736,SAMN00006347,NYGC,public,HG00232,2019-03-22,2019-03-22,ERX3267577,Illumina NovaSeq 6000,HG00232,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00232,female,ERP114329,EUR,European,17130217257.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T07:51:00Z,1.0,CORIELL:HG00232,300.0,190075365300.0,MGP00003,,,COR,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
23199,ERR3240177,WGS,PRJEB31736,SAMN00004677,NYGC,public,HG00233,2019-03-22,2019-03-22,ERX3267552,Illumina NovaSeq 6000,HG00233,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00233,female,ERP114329,EUR,European,14654418495.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T13:45:00Z,1.0,CORIELL:HG00233,300.0,139163812800.0,MGP00003,,,,,,unrelated,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
23200,ERR3240178,WGS,PRJEB31736,SAMN00004678,NYGC,public,HG00234,2019-03-22,2019-03-22,ERX3267553,Illumina NovaSeq 6000,HG00234,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00234,male,ERP114329,EUR,European,13324906097.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T04:52:00Z,1.0,CORIELL:HG00234,300.0,124908288600.0,MGP00003,,,,,,unrelated,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
23201,ERR3240179,WGS,PRJEB31736,SAMN00004679,NYGC,public,HG00235,2019-03-22,2019-03-22,ERX3267554,Illumina NovaSeq 6000,HG00235,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00235,female,ERP114329,EUR,European,12081425557.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T05:01:00Z,1.0,CORIELL:HG00235,300.0,127356309000.0,MGP00003,,,,,,unrelated,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
23225,ERR3240203,WGS,PRJEB31736,SAMN00006348,NYGC,public,HG00236,2019-03-22,2019-03-22,ERX3267578,Illumina NovaSeq 6000,HG00236,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00236,female,ERP114329,EUR,European,14862063305.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T06:48:00Z,1.0,CORIELL:HG00236,300.0,131202643500.0,MGP00003,,,COR,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
23226,ERR3240204,WGS,PRJEB31736,SAMN00006349,NYGC,public,HG00237,2019-03-22,2019-03-22,ERX3267579,Illumina NovaSeq 6000,HG00237,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00237,female,ERP114329,EUR,European,10681335609.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T05:24:00Z,1.0,CORIELL:HG00237,300.0,110633464200.0,MGP00003,,,COR,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
23202,ERR3240180,WGS,PRJEB31736,SAMN00004680,NYGC,public,HG00238,2019-03-22,2019-03-22,ERX3267555,Illumina NovaSeq 6000,HG00238,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00238,female,ERP114329,EUR,European,10303139747.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T01:58:00Z,1.0,CORIELL:HG00238,300.0,98177394000.0,MGP00003,,,,,,unrelated,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
23227,ERR3240205,WGS,PRJEB31736,SAMN00006350,NYGC,public,HG00239,2019-03-22,2019-03-22,ERX3267580,Illumina NovaSeq 6000,HG00239,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00239,female,ERP114329,EUR,European,13112111847.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T06:02:00Z,1.0,CORIELL:HG00239,300.0,118793343900.0,MGP00003,,,COR,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
23203,ERR3240181,WGS,PRJEB31736,SAMN00004681,NYGC,public,HG00240,2019-03-22,2019-03-22,ERX3267556,Illumina NovaSeq 6000,HG00240,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00240,female,ERP114329,EUR,European,9581563994.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T04:16:00Z,1.0,CORIELL:HG00240,300.0,101488834500.0,MGP00003,,,,,,unrelated,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
23228,ERR3240206,WGS,PRJEB31736,SAMN00006351,NYGC,public,HG00242,2019-03-22,2019-03-22,ERX3267581,Illumina NovaSeq 6000,HG00242,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00242,male,ERP114329,EUR,European,15450104951.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T06:14:00Z,1.0,CORIELL:HG00242,300.0,136724897400.0,MGP00003,,,COR,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
23229,ERR3240207,WGS,PRJEB31736,SAMN00006352,NYGC,public,HG00243,2019-03-22,2019-03-22,ERX3267582,Illumina NovaSeq 6000,HG00243,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00243,male,ERP114329,EUR,European,12743328916.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T13:25:00Z,1.0,CORIELL:HG00243,300.0,135551185800.0,MGP00003,,,COR,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
23230,ERR3240208,WGS,PRJEB31736,SAMN00006353,NYGC,public,HG00244,2019-03-22,2019-03-22,ERX3267583,Illumina NovaSeq 6000,HG00244,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00244,male,ERP114329,EUR,European,12800903976.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T06:03:00Z,1.0,CORIELL:HG00244,300.0,120590290200.0,MGP00003,,,COR,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
23231,ERR3240209,WGS,PRJEB31736,SAMN00006354,NYGC,public,HG00245,2019-03-22,2019-03-22,ERX3267584,Illumina NovaSeq 6000,HG00245,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"British From England and Scotland, UK",GBR,2019-03-25T00:00:00Z,HG00245,female,ERP114329,EUR,European,16567911379.0,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-28T06:37:00Z,1.0,CORIELL:HG00245,300.0,145977883200.0,MGP00003,,,COR,,,,,,,JTFH01,,,,,,,,,,,,,,,,,,,,,,,,
